#{"t_start": 1774405746.7420816, "env_id": "None"}
r,l,t
-100.0,100,1480.837878
-100.0,100,1482.379122
-100.0,100,1483.908766
-100.0,100,1485.450237
-100.0,100,1486.950317
-100.0,100,1488.588956
-100.0,100,1490.654159
-100.0,100,1492.672523
-100.0,100,1494.674554
-100.0,100,1496.747254
-100.0,100,1498.74516
-100.0,100,1500.759514
-100.0,100,1502.884163
-99.0,100,1504.885377
-100.0,100,1507.030671
-100.0,100,1509.200017
-100.0,100,1511.362177
-100.0,100,1513.527383
-100.0,100,1515.690579
-100.0,100,1528.302486
-100.0,100,1530.468245
-100.0,100,1532.625437
-100.0,100,1534.736782
-100.0,100,1536.86409
-100.0,100,1539.017829
-100.0,100,1541.17001
-100.0,100,1543.325004
-100.0,100,1545.45551
-100.0,100,1547.623441
-100.0,100,1549.774769
-100.0,100,1551.945794
-100.0,100,1554.111788
-100.0,100,1556.27443
-100.0,100,1558.432383
-100.0,100,1560.622035
-100.0,100,1562.784102
-100.0,100,1564.932862
-100.0,100,1567.095881
-100.0,100,1569.242683
-100.0,100,1571.310492
-100.0,100,1572.917638
-100.0,100,1574.472602
-100.0,100,1576.04085
-100.0,100,1577.852001
-100.0,100,1579.754021
-100.0,100,1581.762091
-100.0,100,1583.775928
-100.0,100,1585.781792
-100.0,100,1587.833858
-100.0,100,1589.799153
-100.0,100,1591.934029
-100.0,100,1593.959951
-100.0,100,1595.751152
-100.0,100,1597.570649
-100.0,100,1599.520922
-100.0,100,1601.417861
-100.0,100,1603.557602
-100.0,100,1605.711763
-100.0,100,1607.765324
-100.0,100,1609.825225
-100.0,100,1611.883471
-100.0,100,1613.947782
-100.0,100,1616.013394
-100.0,100,1618.119066
-100.0,100,1620.243899
-100.0,100,1622.350226
-100.0,100,1624.387419
-100.0,100,1626.459141
-100.0,100,1628.454562
-100.0,100,1630.387684
-100.0,100,1632.339264
-100.0,100,1634.301185
-100.0,100,1636.275128
-100.0,100,1638.297905
-100.0,100,1640.429001
-100.0,100,1642.562902
-100.0,100,1644.649471
-100.0,100,1646.79182
-100.0,100,1648.954689
-100.0,100,1651.08534
-100.0,100,1653.183091
-100.0,100,1655.339669
-100.0,100,1657.484628
-100.0,100,1659.614698
-100.0,100,1661.606395
-100.0,100,1663.734591
-100.0,100,1665.812761
-100.0,100,1667.720673
-100.0,100,1669.728331
-100.0,100,1671.875127
-100.0,100,1674.029005
-100.0,100,1676.181685
-100.0,100,1678.257205
-100.0,100,1680.417433
-100.0,100,1682.502892
-100.0,100,1684.645483
-100.0,100,1686.769042
-100.0,100,1688.908564
-100.0,100,1691.042936
-100.0,100,1693.180134
-100.0,100,1694.966092
-100.0,100,1696.590441
-100.0,100,1698.228748
-100.0,100,1699.867122
-100.0,100,1701.765476
-100.0,100,1703.897806
-100.0,100,1706.035681
-100.0,100,1708.105766
-100.0,100,1710.249838
-100.0,100,1712.401012
-100.0,100,1714.513134
-100.0,100,1716.643242
-100.0,100,1718.664755
-100.0,100,1720.282948
-100.0,100,1721.915479
-100.0,100,1723.550377
-99.0,100,1725.186033
-100.0,100,1726.823234
-100.0,100,1728.959291
-100.0,100,1741.5756
-100.0,100,1743.66993
-100.0,100,1745.761421
-100.0,100,1747.699099
-100.0,100,1749.606175
-100.0,100,1751.451893
-100.0,100,1753.328044
-100.0,100,1755.289022
-100.0,100,1757.275576
-100.0,100,1759.266439
-100.0,100,1761.372561
-100.0,100,1763.457375
-100.0,100,1765.062164
-100.0,100,1766.875716
-100.0,100,1768.771262
-100.0,100,1770.675385
-100.0,100,1772.692792
-100.0,100,1774.657969
-100.0,100,1776.526658
-100.0,100,1778.426597
-100.0,100,1780.328766
-100.0,100,1782.902937
-100.0,100,1785.485552
-100.0,100,1788.092279
-100.0,100,1790.685233
-100.0,100,1793.190154
-100.0,100,1795.685748
-100.0,100,1798.266692
-100.0,100,1800.909283
-100.0,100,1803.511863
-100.0,100,1806.05974
-100.0,100,1808.641476
-100.0,100,1811.22271
-100.0,100,1813.79371
-100.0,100,1816.322363
-100.0,100,1818.835578
-100.0,100,1821.37414
-100.0,100,1823.91254
-100.0,100,1826.26395
-100.0,100,1828.296072
-100.0,100,1830.326066
-100.0,100,1832.346548
-100.0,100,1834.743
-100.0,100,1837.272166
-100.0,100,1839.694412
-100.0,100,1841.734786
-100.0,100,1844.120885
-100.0,100,1846.538094
-100.0,100,1848.743929
-100.0,100,1850.608648
-100.0,100,1852.28492
-100.0,100,1854.083702
-100.0,100,1856.019876
-100.0,100,1857.894181
-100.0,100,1859.707245
-100.0,100,1861.607443
-100.0,100,1863.576514
-100.0,100,1865.518269
-100.0,100,1867.564436
-100.0,100,1869.621137
-100.0,100,1871.747261
-100.0,100,1873.901266
-100.0,100,1876.026763
-100.0,100,1878.176665
-100.0,100,1880.699187
-100.0,100,1883.329657
-100.0,100,1885.904532
-100.0,100,1888.50683
-100.0,100,1891.077215
-100.0,100,1893.683939
-100.0,100,1896.269886
-100.0,100,1898.875496
-100.0,100,1901.361239
-100.0,100,1903.722286
-100.0,100,1906.316156
-100.0,100,1909.065685
-100.0,100,1911.427266
-100.0,100,1913.563668
-100.0,100,1915.691635
-100.0,100,1917.848583
-100.0,100,1920.488298
-100.0,100,1923.29354
-100.0,100,1926.072026
-100.0,100,1928.741035
-100.0,100,1931.305691
-100.0,100,1933.998245
-100.0,100,1936.592769
-100.0,100,1939.179587
-100.0,100,1941.497521
-100.0,100,1943.372428
-100.0,100,1945.176754
-100.0,100,1947.001975
-100.0,100,1948.83199
-100.0,100,1950.680504
-100.0,100,1952.507798
-100.0,100,1954.417032
-100.0,100,1956.340915
-100.0,100,1958.249583
-100.0,100,1959.963458
-100.0,100,1961.550615
-100.0,100,1973.691165
-100.0,100,1975.334247
-100.0,100,1976.890547
-100.0,100,1978.474756
-100.0,100,1980.099117
-100.0,100,1981.695134
-100.0,100,1983.29204
-100.0,100,1984.89704
-100.0,100,1986.943872
-100.0,100,1989.109779
-100.0,100,1991.265527
-100.0,100,1993.370058
-100.0,100,1995.476274
-100.0,100,1997.450301
-100.0,100,1999.246389
-100.0,100,2001.050062
-100.0,100,2002.869028
-100.0,100,2004.667187
-100.0,100,2006.468008
-100.0,100,2008.250987
-100.0,100,2010.060037
